"FileName","DateTimeOriginal","month","day","site"
"IMG_5999.JPG","2018:09:19 12:04:40",9,19,"MHC-ONE-NCD"
"IMG_6002.JPG","2018:09:19 15:06:33",9,19,"MHC-ONE-NCD"
"IMG_6001.JPG","2018:09:19 15:06:30",9,19,"MHC-ONE-NCD"
"IMG_6011.JPG","2018:09:20 10:02:50",9,20,NA
"IMG_6020.JPG","2018:09:20 15:30:22",9,20,NA
"IMG_5997.JPG","2018:09:19 11:48:45",9,19,"MHC-ONE-NCD"
